0.000000,10.572787
0.002000,4649.247654
0.004000,3178.122566
0.006000,1148.874367
0.008000,282.911299
0.010000,44.105756
0.012000,-343.645862
0.014000,-1045.195369
0.016000,-3267.465780
0.018000,-4506.472234
0.020000,-102.528017
0.022000,4750.582208
0.024000,3114.540286
0.026000,1199.290507
0.028000,263.803648
0.030000,79.394590
0.032000,-393.372544
0.034000,-986.493990
0.036000,-3332.960291
0.038000,-4480.920302
0.040000,-107.595096
0.042000,4730.637523
0.044000,3161.527067
0.046000,1146.020814
0.048000,308.950753
0.050000,47.183787
0.052000,-371.998055
0.054000,-1012.093049
0.056000,-3269.490707
0.058000,-4551.207273
0.060000,-7.510522
0.062000,4609.453473
0.064000,3264.429881
0.066000,1054.574172
0.068000,369.020994
0.070000,-17.821601
0.072000,-295.063986
0.074000,-1099.943723
0.076000,-3155.861824
0.078000,-4685.295558
0.080000,117.103598
0.082000,4500.856093
0.084000,3340.691658
0.086000,1007.148081
0.088000,417.113472
0.090000,-49.272630
0.092000,-251.092503
0.094000,-1160.835256
0.096000,-3104.699584
0.098000,-4732.159681
0.100000,133.375812
0.102000,4506.792313
0.104000,3307.522814
0.106000,1032.020354
0.108000,381.920006
0.110000,-29.184745
0.112000,-252.231256
0.114000,-1154.892935
0.116000,-3129.198512
0.118000,-4658.954186
0.120000,49.069376
0.122000,4619.402596
0.124000,3202.522191
0.126000,1137.608909
0.128000,303.626776
0.130000,30.683901
0.132000,-321.357450
0.134000,-1056.528236
0.136000,-3242.841916
0.138000,-4536.641008
0.140000,-75.158933
0.142000,4728.541331
0.144000,3119.414446
0.146000,1196.628086
0.148000,259.587773
0.150000,75.473403
0.152000,-379.100320
0.154000,-990.206986
0.156000,-3328.145714
0.158000,-4465.751157
0.160000,-126.493454
0.162000,4731.240741
0.164000,3141.982730
0.166000,1152.835363
0.168000,294.657130
0.170000,73.455410
0.172000,-389.832137
0.174000,-1000.278735
0.176000,-3295.665475
0.178000,-4520.717360
0.180000,-44.600727
0.182000,4646.068600
0.184000,3235.815507
0.186000,1072.581385
0.188000,349.509752
0.190000,-8.028749
0.192000,-313.316905
0.194000,-1075.222138
0.196000,-3186.750114
0.198000,-4649.454964
0.200000,94.065036
0.202000,4530.618376
0.204000,3336.533957
0.206000,1012.746393
0.208000,422.039287
0.210000,-52.625231
0.212000,-248.627168
0.214000,-1160.109899
0.216000,-3106.330058
0.218000,-4718.894542
