20160319-040904.511525,9395
20160319-040904.512885,6229
20160319-040904.515522,3386
20160319-040904.516884,4086
20160319-040904.519526,8396
20160319-040904.522145,9948
20160319-040904.523525,7622
20160319-040904.526157,8363
20160319-040904.527527,11382
20160319-040904.528892,10777
20160319-040904.531529,9063
20160319-040904.532889,5706
20160319-040904.535533,3213
20160319-040904.538157,4636
20160319-040904.539526,8998
20160319-040904.542154,9757
20160319-040904.543524,7376
20160319-040904.546155,8945
20160319-040904.547526,11515
20160319-040904.550161,10606
20160319-040904.551534,8663
20160319-040904.554156,5250
20160319-040904.555526,3110
20160319-040904.558160,5280
20160319-040904.559526,9495
20160319-040904.562152,9492
20160319-040904.563530,7220
20160319-040904.566165,9557
20160319-040904.567534,11544
20160319-040904.570159,10406
20160319-040904.571530,8234
20160319-040904.574159,4768
20160319-040904.576772,3166
20160319-040904.578156,5982
20160319-040904.580781,9827
20160319-040904.582168,9160
20160319-040904.584770,7226
20160319-040904.586159,10180
20160319-040904.588773,11450
20160319-040904.590161,10233
20160319-040904.592771,7746
20160319-040904.594163,4333
20160319-040904.596776,3301
20160319-040904.598168,6714
20160319-040904.600771,10051
20160319-040904.603396,8772
20160319-040904.604774,7358
20160319-040904.607399,10703
20160319-040904.608777,11309
20160319-040904.610163,9977
20160319-040904.612773,7196
20160319-040904.614161,3933
20160319-040904.616774,3495
20160319-040904.619403,7399
20160319-040904.620774,10086
20160319-040904.623403,8302
20160319-040904.624775,7617
20160319-040904.627526,11065
20160319-040904.628785,11129
20160319-040904.631406,9671
20160319-040904.632780,6691
20160319-040904.635521,3592
20160319-040904.636783,3936
20160319-040904.639409,8113
20160319-040904.640781,10124
20160319-040904.643406,7972
20160319-040904.646146,8099
20160319-040904.647408,11406
20160319-040904.648795,10988
20160319-040904.651414,9369
20160319-040904.652783,6153
20160319-040904.655409,3386
20160319-040904.656784,4392
20160319-040904.659409,8722
20160319-040904.662030,9995
20160319-040904.663406,7614
20160319-040904.666028,8669
20160319-040904.667414,11559
20160319-040904.670040,10809
20160319-040904.671415,8978
20160319-040904.674030,5650
20160319-040904.675408,3201
20160319-040904.678041,4974
20160319-040904.679409,9263
20160319-040904.682034,9751
20160319-040904.683406,7343
20160319-040904.686036,9295
20160319-040904.688663,11564
20160319-040904.690036,10603
20160319-040904.691411,8569
20160319-040904.694032,5094
20160319-040904.696664,3142
20160319-040904.698041,5618
20160319-040904.700662,9671
20160319-040904.702032,9416
20160319-040904.704660,7231
20160319-040904.706035,9868
20160319-040904.708665,11529
20160319-040904.710036,10427
20160319-040904.712665,8052
20160319-040904.714037,4630
20160319-040904.716668,3201
20160319-040904.718042,6297
20160319-040904.720666,9962
20160319-040904.722034,9031
20160319-040904.724668,7261
20160319-040904.727292,10427
20160319-040904.728670,11418
20160319-040904.731298,10151
20160319-040904.732672,7570
20160319-040904.734040,4192
20160319-040904.736669,3369
20160319-040904.739298,7017
20160319-040904.740677,10112
20160319-040904.743294,8622
20160319-040904.744673,7473
20160319-040904.747290,10880
20160319-040904.748676,11262
20160319-040904.751299,9880
20160319-040904.752675,7014
20160319-040904.755295,3798
20160319-040904.756673,3686
20160319-040904.759297,7687
20160319-040904.760674,10139
20160319-040904.763292,8204
20160319-040904.764672,7790
20160319-040904.767298,11241
20160319-040904.768672,11082
20160319-040904.771300,9560
20160319-040904.773921,6485
20160319-040904.775300,3460
20160319-040904.776681,4115
20160319-040904.779304,8340
20160319-040904.780689,10059
20160319-040904.783357,7781
20160319-040904.786171,8275
20160319-040904.787441,11420
20160319-040904.790224,10856
20160319-040904.791433,9186
20160319-040904.794036,5856
20160319-040904.795382,3245
20160319-040904.798077,4568
20160319-040904.799392,8872
20160319-040904.802061,9812
20160319-040904.803477,7443
20160319-040904.806334,8825
20160319-040904.808183,11456
20160319-040904.810287,10627
20160319-040904.811672,8751
20160319-040904.814332,5297
20160319-040904.816872,3107
20160319-040904.818232,5106
20160319-040904.819604,9324
20160319-040904.822302,9542
20160319-040904.824873,7173
20160319-040904.826224,9419
20160319-040904.827599,11447
20160319-040904.830292,10395
20160319-040904.832831,8254
20160319-040904.834229,4797
20160319-040904.836873,3063
20160319-040904.838228,5762
20160319-040904.840873,9677
20160319-040904.842225,9172
20160319-040904.844877,7099
20160319-040904.846242,10004
20160319-040904.848832,11341
20160319-040904.850190,10180
20160319-040904.852807,7737
20160319-040904.854194,4333
20160319-040904.857064,3148
20160319-040904.859545,6488
20160319-040904.860822,9909
20160319-040904.862292,8745
20160319-040904.864793,7223
20160319-040904.866103,10506
20160319-040904.868714,11229
20160319-040904.871327,9901
20160319-040904.872707,7226
20160319-040904.875327,3916
20160319-040904.876699,3398
20160319-040904.879320,7179
20160319-040904.880693,10015
20160319-040904.883316,8319
20160319-040904.884693,7478
20160319-040904.887316,10918
20160319-040904.888694,11071
20160319-040904.891314,9654
20160319-040904.892693,6679
20160319-040904.895317,3569
20160319-040904.896695,3730
20160319-040904.899337,7861
20160319-040904.901946,10015
20160319-040904.903320,7890
20160319-040904.904694,7905
20160319-040904.907314,11200
20160319-040904.908695,10871
20160319-040904.911316,9310
20160319-040904.913941,6156
20160319-040904.915314,3281
20160319-040904.917947,4165
20160319-040904.919317,8481
20160319-040904.921940,9886
20160319-040904.923316,7543
20160319-040904.925938,8396
20160319-040904.927316,11403
20160319-040904.929942,10697
20160319-040904.931318,8925
20160319-040904.933943,5609
20160319-040904.935324,3101
20160319-040904.937961,4733
20160319-040904.939322,9016
20160319-040904.941941,9686
20160319-040904.944580,7231
20160319-040904.945943,9028
20160319-040904.947320,11426
20160319-040904.949945,10512
20160319-040904.951320,8513
20160319-040904.953949,5074
20160319-040904.956588,3031
20160319-040904.957959,5356
20160319-040904.960587,9466
20160319-040904.961943,9374
20160319-040904.964581,7099
20160319-040904.965944,9598
20160319-040904.968588,11429
20160319-040904.969946,10298
20160319-040904.972581,8046
20160319-040904.973944,4577
20160319-040904.976588,3087
20160319-040904.977958,6023
20160319-040904.980698,9801
20160319-040904.981965,8972
20160319-040904.984588,7120
20160319-040904.985951,10162
20160319-040904.988588,11320
20160319-040904.989949,10080
20160319-040904.992587,7525
20160319-040904.995226,4145
20160319-040904.996591,3219
20160319-040904.999217,6755
20160319-040905.000586,9959
20160319-040905.003213,8578
20160319-040905.004587,7252
20160319-040905.007212,10683
20160319-040905.008589,11141
20160319-040905.011211,9818
20160319-040905.012593,6993
20160319-040905.015213,3780
20160319-040905.016586,3472
20160319-040905.019215,7446
20160319-040905.021825,9986
20160319-040905.023215,8166
20160319-040905.024585,7602
20160319-040905.027215,11012
20160319-040905.029831,11009
20160319-040905.031219,9492
20160319-040905.032590,6450
20160319-040905.035215,3448
20160319-040905.037882,3860
20160319-040905.039228,8105
20160319-040905.041839,9954
20160319-040905.043219,7746
20160319-040905.045834,8037
20160319-040905.047221,11297
20160319-040905.049834,10785
20160319-040905.051221,9151
20160319-040905.053830,5909
20160319-040905.055218,3213
20160319-040905.057873,4345
20160319-040905.059228,8690
20160319-040905.061838,9774
20160319-040905.064459,7420
20160319-040905.065832,8607
20160319-040905.067222,11394
20160319-040905.069838,10621
20160319-040905.071221,8760
20160319-040905.073833,5382
20160319-040905.075220,3045
20160319-040905.077871,4944
20160319-040905.080466,9195
20160319-040905.081838,9530
20160319-040905.084462,7187
20160319-040905.085836,9216
20160319-040905.088465,11415
20160319-040905.089835,10427
20160319-040905.092462,8322
20160319-040905.093832,4880
20160319-040905.096462,3010
20160319-040905.097867,5603
20160319-040905.100466,9577
20160319-040905.101836,9198
20160319-040905.104472,7087
20160319-040905.107095,9818
20160319-040905.108470,11353
20160319-040905.109840,10212
20160319-040905.112463,7834
20160319-040905.113841,4401
20160319-040905.116470,3087
20160319-040905.119090,6311
20160319-040905.120462,9821
20160319-040905.123087,8828
20160319-040905.124465,7140
20160319-040905.127088,10359
20160319-040905.128470,11253
20160319-040905.131229,9957
20160319-040905.132653,7337
20160319-040905.135192,3971
20160319-040905.136498,3319
20160319-040905.139125,6982
20160319-040905.140489,9992
20160319-040905.143109,8407
20160319-040905.145727,7387
20160319-040905.147095,10783
20160319-040905.149743,11100
20160319-040905.151102,9718
20160319-040905.152474,6770
20160319-040905.155097,3616
20160319-040905.156466,3642
20160319-040905.159109,7678
20160319-040905.161730,10021
20160319-040905.163099,7996
20160319-040905.165725,7764
20160319-040905.167092,11135
20160319-040905.169724,10927
20160319-040905.171097,9404
20160319-040905.173725,6229
20160319-040905.175095,3345
20160319-040905.177724,4071
20160319-040905.179097,8349
20160319-040905.181740,9936
20160319-040905.183104,7625
20160319-040905.185727,8287
20160319-040905.188354,11344
20160319-040905.189726,10774
20160319-040905.192348,9022
20160319-040905.193724,5753
20160319-040905.195105,3154
20160319-040905.197735,4618
20160319-040905.199103,8936
20160319-040905.201730,9757
20160319-040905.204351,7364
20160319-040905.205727,8857
20160319-040905.208352,11506
20160319-040905.209721,10574
20160319-040905.212345,8645
20160319-040905.213723,5235
20160319-040905.216344,3087
20160319-040905.217720,5233
20160319-040905.220364,9433
20160319-040905.221736,9454
20160319-040905.224361,7205
20160319-040905.225730,9510
20160319-040905.228357,11497
20160319-040905.230976,10397
20160319-040905.232353,8181
20160319-040905.234973,4771
20160319-040905.236354,3098
20160319-040905.237736,5920
20160319-040905.240356,9771
20160319-040905.242986,9154
20160319-040905.244361,7152
20160319-040905.246984,10136
20160319-040905.248362,11376
20160319-040905.251056,10206
20160319-040905.252370,7725
20160319-040905.254986,4295
20160319-040905.256362,3251
20160319-040905.258985,6644
20160319-040905.260361,10015
20160319-040905.262987,8731
20160319-040905.264369,7293
20160319-040905.266986,10665
20160319-040905.269624,11250
20160319-040905.270986,9968
20160319-040905.273624,7217
20160319-040905.274984,3901
20160319-040905.276359,3478
20160319-040905.278985,7390
20160319-040905.280363,10109
20160319-040905.282987,8313
20160319-040905.285622,7611
20160319-040905.287023,11029
20160319-040905.289648,11135
20160319-040905.290994,9648
20160319-040905.293628,6682
20160319-040905.294991,3566
20160319-040905.297621,3880
20160319-040905.298993,8043
20160319-040905.301625,10056
20160319-040905.302985,7958
20160319-040905.305620,8034
20160319-040905.306986,11335
20160319-040905.309627,10932
20160319-040905.312252,9351
20160319-040905.313622,6132
20160319-040905.316254,3328
20160319-040905.317622,4324
20160319-040905.320260,8663
20160319-040905.321628,9962
20160319-040905.322988,7575
20160319-040905.325622,8593
20160319-040905.328254,11488
20160319-040905.329625,10756
20160319-040905.332253,8966
20160319-040905.333626,5615
20160319-040905.336255,3187
20160319-040905.337624,4880
20160319-040905.340255,9225
20160319-040905.341627,9707
20160319-040905.344375,7328
20160319-040905.345635,9213
20160319-040905.348258,11529
20160319-040905.349627,10589
20160319-040905.352253,8525
20160319-040905.354872,5118
20160319-040905.356262,3110
20160319-040905.357632,5562
20160319-040905.360261,9616
20160319-040905.361632,9436
20160319-040905.364265,7193
20160319-040905.366878,9830
20160319-040905.368267,11523
20160319-040905.370878,10356
20160319-040905.372255,8090
20160319-040905.374873,4621
20160319-040905.376259,3157
20160319-040905.378871,6285
20160319-040905.380265,9892
20160319-040905.382885,9060
20160319-040905.384269,7229
20160319-040905.386877,10371
20160319-040905.388269,11418
20160319-040905.390872,10145
20160319-040905.393497,7561
20160319-040905.394876,4183
20160319-040905.397497,3363
20160319-040905.398882,6938
20160319-040905.400268,10115
20160319-040905.402881,8634
20160319-040905.405503,7425
20160319-040905.406882,10859
20160319-040905.409504,11235
20160319-040905.410889,9874
20160319-040905.413509,7067
20160319-040905.414877,3777
20160319-040905.417503,3669
20160319-040905.418882,7637
20160319-040905.421508,10148
20160319-040905.422879,8219
20160319-040905.425504,7790
20160319-040905.426876,11176
20160319-040905.429504,11109
20160319-040905.430879,9574
20160319-040905.433501,6505
20160319-040905.436134,3492
20160319-040905.437512,4063
20160319-040905.440137,8310
20160319-040905.441513,10051
20160319-040905.442879,7843
20160319-040905.445506,8254
20160319-040905.448140,11444
20160319-040905.449512,10882
20160319-040905.452134,9225
20160319-040905.453509,5926
20160319-040905.456135,3307
20160319-040905.457512,4506
20160319-040905.460138,8910
20160319-040905.461511,9865
20160319-040905.464136,7464
20160319-040905.465521,8819
20160319-040905.468141,11532
20160319-040905.469512,10659
20160319-040905.472136,8778
20160319-040905.473510,5406
20160319-040905.476133,3098
20160319-040905.478767,5138
20160319-040905.480136,9354
20160319-040905.482762,9574
20160319-040905.484136,7226
20160319-040905.485513,9410
20160319-040905.488147,11500
20160319-040905.490772,10474
20160319-040905.492140,8322
20160319-040905.494766,4874
20160319-040905.496139,3084
20160319-040905.498772,5791
20160319-040905.500137,9689
20160319-040905.502767,9242
20160319-040905.504135,7132
20160319-040905.506766,9986
20160319-040905.508139,11435
20160319-040905.510765,10230
20160319-040905.512136,7799
20160319-040905.514766,4424
20160319-040905.517389,3189
20160319-040905.518768,6435
20160319-040905.520141,9974
20160319-040905.522767,8807
20160319-040905.525391,7258
20160319-040905.526768,10477
20160319-040905.528143,11297
20160319-040905.530766,9989
20160319-040905.533391,7305
20160319-040905.534770,3971
20160319-040905.537392,3416
20160319-040905.538774,7149
20160319-040905.541394,10074
20160319-040905.542771,8401
20160319-040905.545395,7484
20160319-040905.546772,10938
20160319-040905.549402,11121
20160319-040905.550779,9715
20160319-040905.553399,6767
20160319-040905.554776,3619
20160319-040905.557498,3742
20160319-040905.560029,7855
20160319-040905.561402,10059
20160319-040905.562779,7969
20160319-040905.565397,7911
20160319-040905.568038,11235
20160319-040905.569404,10953
20160319-040905.570777,9366
20160319-040905.573402,6241
20160319-040905.576023,3334
20160319-040905.577399,4195
20160319-040905.580026,8481
20160319-040905.581402,9942
20160319-040905.584035,7625
20160319-040905.585404,8425
20160319-040905.588035,11409
20160319-040905.589411,10780
20160319-040905.592028,8992
20160319-040905.593407,5688
20160319-040905.596030,3166
20160319-040905.597404,4721
20160319-040905.600031,9051
20160319-040905.602666,9718
20160319-040905.604027,7326
20160319-040905.605406,9013
20160319-040905.608036,11494
20160319-040905.610664,10568
20160319-040905.612030,8587
20160319-040905.614663,5165
20160319-040905.616025,3095
20160319-040905.618666,5353
20160319-040905.620028,9469
20160319-040905.622667,9451
20160319-040905.624028,7161
20160319-040905.626663,9630
20160319-040905.628036,11441
20160319-040905.630663,10395
20160319-040905.632028,8113
20160319-040905.634666,4665
20160319-040905.636028,3104
20160319-040905.638667,6062
20160319-040905.641294,9789
20160319-040905.642667,9078
20160319-040905.645289,7155
20160319-040905.646662,10198
20160319-040905.648037,11362
20160319-040905.650667,10142
20160319-040905.653299,7649
20160319-040905.654675,4210
20160319-040905.657295,3254
20160319-040905.658669,6761
20160319-040905.661295,10001
20160319-040905.662673,8669
20160319-040905.665295,7323
20160319-040905.666668,10688
20160319-040905.669296,11232
20160319-040905.670676,9889
20160319-040905.673301,7102
20160319-040905.674671,3824
20160319-040905.677295,3516
20160319-040905.678674,7464
20160319-040905.681299,10095
20160319-040905.683907,8216
20160319-040905.685295,7646
20160319-040905.687918,11094
20160319-040905.689293,11024
20160319-040905.690670,9648
20160319-040905.693301,6511
20160319-040905.695916,3536
20160319-040905.697301,3901
20160319-040905.699912,8125
20160319-040905.701295,10030
20160319-040905.703911,7858
20160319-040905.705297,8090
20160319-040905.707920,11323
20160319-040905.709298,10906
20160319-040905.711911,9242
20160319-040905.713300,6017
20160319-040905.715910,3260
20160319-040905.717416,4409
20160319-040905.719926,8713
20160319-040905.721309,9877
20160319-040905.723918,7520
20160319-040905.726546,8651
20160319-040905.727926,11470
20160319-040905.730541,10688
20160319-040905.731913,8875
20160319-040905.733299,5456
20160319-040905.735915,3128
20160319-040905.738546,4989
20160319-040905.739914,9245
20160319-040905.742545,9610
20160319-040905.743912,7279
20160319-040905.746543,9251
20160319-040905.747924,11512
20160319-040905.750544,10506
20160319-040905.751916,8419
20160319-040905.754551,4971
20160319-040905.755922,3092
20160319-040905.758554,5621
20160319-040905.759919,9630
20160319-040905.762559,9324
20160319-040905.765176,7143
20160319-040905.766555,9871
20160319-040905.767933,11444
20160319-040905.770547,10300
20160319-040905.773175,7955
20160319-040905.774553,4495
20160319-040905.775924,3154
20160319-040905.778553,6329
20160319-040905.781170,9927
20160319-040905.782567,8907
20160319-040905.785185,7214
20160319-040905.786550,10427
20160319-040905.789176,11329
20160319-040905.790555,10054
20160319-040905.793172,7443
20160319-040905.794559,4074
20160319-040905.797186,3351
20160319-040905.798567,7037
20160319-040905.801181,10059
20160319-040905.802556,8501
20160319-040905.805176,7443
20160319-040905.807853,10850
20160319-040905.809180,11188
20160319-040905.811808,9789
20160319-040905.813180,6885
20160319-040905.815807,3733
20160319-040905.817176,3651
20160319-040905.818558,7717
20160319-040905.821179,10127
20160319-040905.823805,8072
20160319-040905.825179,7816
20160319-040905.827849,11200
20160319-040905.829181,11003
20160319-040905.831813,9495
20160319-040905.833183,6350
20160319-040905.835806,3392
20160319-040905.837179,4115
20160319-040905.839810,8396
20160319-040905.841184,9998
20160319-040905.843811,7722
20160319-040905.845178,8319
20160319-040905.847846,11435
20160319-040905.850436,10830
20160319-040905.851817,9125
20160319-040905.854450,5844
20160319-040905.855812,3222
20160319-040905.858444,4621
20160319-040905.859818,8986
20160319-040905.862458,9807
20160319-040905.863817,7425
20160319-040905.866442,8922
20160319-040905.867867,11547
20160319-040905.870457,10653
20160319-040905.871818,8740
20160319-040905.874437,5324
20160319-040905.875824,3101
20160319-040905.878459,5300
20160319-040905.879826,9436
20160319-040905.882442,9560
20160319-040905.883820,7249
20160319-040905.886454,9554
20160319-040905.889066,11535
20160319-040905.890441,10474
20160319-040905.893062,8299
20160319-040905.894452,4827
20160319-040905.897069,3148
20160319-040905.898453,5941
20160319-040905.901073,9836
20160319-040905.902461,9207
20160319-040905.905068,7223
20160319-040905.906442,10148
20160319-040905.909069,11467
20160319-040905.910460,10262
20160319-040905.913062,7808
20160319-040905.914446,4380
20160319-040905.917069,3275
20160319-040905.918462,6664
20160319-040905.921067,10056
20160319-040905.922446,8819
20160319-040905.925067,7358
20160319-040905.926459,10677
20160319-040905.929071,11332
20160319-040905.931700,10024
20160319-040905.933069,7302
20160319-040905.935704,3995
20160319-040905.937063,3533
20160319-040905.939703,7381
20160319-040905.941071,10168
20160319-040905.942459,8404
20160319-040905.945067,7652
20160319-040905.947707,11062
20160319-040905.949070,11197
20160319-040905.951706,9730
20160319-040905.953073,6779
20160319-040905.955704,3616
20160319-040905.957070,3898
20160319-040905.959716,8078
20160319-040905.961080,10130
20160319-040905.963709,8013
20160319-040905.965073,8078
20160319-040905.967710,11382
20160319-040905.969080,10994
20160319-040905.971713,9416
20160319-040905.974338,6223
20160319-040905.975714,3389
20160319-040905.978341,4351
